ID_NLS;TIPO;RIC;PR;COMUNE;INDIR_ORIG;ZIP;ISTAT;DENOM_IMPRES;INSEGNA;INIZIO_ATT;ANNO_RICONOSCIMENTO;CAT_MERC;MUNICIPIO;ID_NIL;NIL;geo_x;geo_y;Location
3553893;Negozio storico;Storica attività;MI;MILANO;CORSO VERCELLI 37;20144;15146;"GIOIELLERIA ""DELLA FONTE GIOIELLI"" DI DELLA FONTE STEFANO";DELLA FONTE;1969;2022;Preziosi;7;51;PORTA MAGENTA;9.1596687;45.4663731;(45.4663731, 9.1596687)
6444;Negozio storico;Storica attività;MI;MILANO;Via Gonzaga, 5;20121;15146;Viganò Alta Moda S.r.l.;VIGANÒ;1919;2010;Sport e tempo libero;1;1;DUOMO;9.1891749;45.4614965;(45.4614965, 9.1891749)
6971;Locale storico;Storica attività;MI;MILANO;Piazza Mercanti, 17;20123;15146;Ristorante al Mercante sas di Romanini Corrado & C.;RISTORANTE AL MERCANTE;1919;2010;Ristorazione;1;1;DUOMO;9.18728;45.46475;(45.46475, 9.18728)
6570143;Negozio storico;Storica attività;MI;MILANO;VIA PADOVA 191;20127;15146;BOCCIARELLI LIDIA S.N.C. DI CATERINA MAIOCCHI & C.;LIDIA BOCCIARELLI;1984;2025;Preziosi;2;19;PADOVA - TURRO - CRESCENZAGO;9.2387965;45.5029666;(45.5029666, 9.2387965)
3591064;Negozio storico;Storica attività;MI;MILANO;VIA ORNATO LUIGI 25;20162;15146;GIOIELLERIA LOCATELLI S.R.L.;LOCATELLI;1961;2022;Preziosi;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.1908524;45.5167914;(45.5167914, 9.1908524)
7552675;Negozio storico;Storica attività;MI;MILANO;VIA CAGLIERO 0009;20125;15146;TOSETTI SILVIO;SALUMERIA GASTRONOMIA TOSETTI;1986;2026;Alimentari e specialità alimentari;2;12;MACIACHINI - MAGGIOLINA;9.20431456;45.49519942;(45.49519942, 9.20431456)
7904;Negozio storico;Storica attività;MI;MILANO;PIAZZA PIETRO GOBETTI, 8;20131;15146;DANELLI DANIELE;PANIFICIO DANELLI;1934;2018;Alimentari e specialità alimentari;3;22;CITTA' STUDI;9.2334745;45.4854089;(45.4854089, 9.2334745)
6200;Negozio storico;Negozio storico;MI;MILANO;Galleria Vittorio Emanuele , 12;20121;15146;Libreria Bocca di Giorgio Lodetti SAS;LIBRERIA BOCCA;1775;2010;Cartoleria e libreria;1;1;DUOMO;9.18988;45.4666;(45.4666, 9.18988)
6249;Negozio storico;Storica attività;MI;MILANO;Via P. Sarpi, 27;20154;15146;ANGI S.R.L.;MACELLERIA SIRTORI;1931;2010;Alimentari e specialità alimentari;1;69;SARPI;9.1760087;45.4813335;(45.4813335, 9.1760087)
7488;Negozio storico;Storica attività;MI;MILANO;PIAZZA DEL CARMINE, 1;20121;15146;DEMALDE' DI DEMALDE' CHIARA AURORA;DEMALDE';1943;2015;Preziosi;1;2;BRERA;9.1852562;45.4700944;(45.4700944, 9.1852562)
6254;Negozio storico;Negozio storico;MI;MILANO;CORSO DI PORTA ROMANA, 74;20122;15146;OTTICA ARNALDO CHIERICHETTI SRL;OTTICA ARNALDO CHIERICHETTI;1914;2010;Ottica e fotografia;1;5;PORTA VIGENTINA - PORTA LODOVICA;9.1945049;45.4567399;(45.4567399, 9.1945049)
7817;Negozio storico;Storica attività;MI;MILANO;VIALE TUNISIA, 4;20124;15146;LIBRERIA INTERNAZIONALE C.E.L.I.P. CASA EDITRICE LIBRERIA INTERNAZIONALE PARTIPILO;LIBRERIA PARTIPILO;1966;2017;Cartoleria e libreria;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2064745;45.4769782;(45.4769782, 9.2064745)
3592210;Negozio storico;Storica attività;MI;MILANO;CORSO VENEZIA  45;20055;15146;LIBRERIA DELL'AUTOMOBILE DI NADA GIACOMO & C. S.N.C.;LIBRERIA DELL'AUTOMOBILE;1973;2022;Cartoleria e libreria;;;;9.2994197;45.5258684;(45.5258684, 9.2994197)
6964;Negozio storico;Storica attività;MII;MILANO;VIA SARPI PAOLO 46;20154;15146;Baita del Formaggio snc;BAITA DEL FORMAGGIO DI FABIO RE;1939;2010;Alimentari e specialità alimentari;8;69;SARPI;9.1734877;45.4812627;(45.4812627, 9.1734877)
5376744;Locale storico;Storica attività;MI;MILANO;VIA SALVINI TOMMASO 2;20122;15146;LATTERIA CARLON DI NASCIMBENE ANTONELLA S.A.S.;LATTERIA CARLON;1951;2024;Bar e tabaccheria;1;4;GUASTALLA;9.2031641;45.4719314;(45.4719314, 9.2031641)
7219;Locale storico;Storica attività;MI;MILANO;Via Pisacane, 40;20129;15146;Trattoria Bianucci S.A.S. di Bianucci fausto Fabrizio & C.;MANGIAFUOCO BRACERIE;1951;2012;Ristorazione;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2112588;45.4733112;(45.4733112, 9.2112588)
6277642;Negozio storico;Storica attività;MI;MILANO;VIALE ZARA 118;20125;15146;OREFICERIA VILLA S.N.C. DI UMBERTO VILLA & C.;GIOIELLERIA VILLA;1974;2025;Preziosi;2;12;MACIACHINI - MAGGIOLINA;9.1968329;45.4988944;(45.4988944, 9.1968329)
6315;Negozio storico;Storica attività;MII;MILANO;GALLERIA PRIVATA STRASBURGO 3;20122;15146;STUDIO BOLZANI SRL;BOLZANI CORNICI E STAMPE;1922;2010;Casa e arredamento;1;1;DUOMO;9.197808;45.4649183;(45.4649183, 9.197808)
6748;Negozio storico;Storica attività;MI;MILANO;CORSO GARIBALDI, 116;20121;15146;ditta individuale;DECIO DAL 1929;1929;2010;Abbigliamento e accessori;1;2;BRERA;9.1866281;45.4799503;(45.4799503, 9.1866281)
7991;Locale storico;Locale storico;MI;MILANO;VIA BORGOSPESSO, 12;20121;15146;S.T.R.A. S.R.L.;RISTORANTE BICE;1939;2019;Ristorazione;1;1;DUOMO;9.1941922;45.470142;(45.470142, 9.1941922)
6348;Negozio storico;Storica attività;MI;MILANO;Via Pavia, 1;20136;15146;ditta individuale;FARMACIA SAN GOTTARDO DOTT.SSA BIANCHINI CLARA MARIA;1886;2010;Salute e benessere;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1791781;45.4472201;(45.4472201, 9.1791781)
6359601;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA SAN BERNARDO 42;20139;15146;PASTIFICIO NONNA MARI DI CAROPPO LETIZIA;PASTA FRESCA;1979;2025;Alimentari e specialità alimentari;5;34;CHIARAVALLE;9.2405261;45.4159213;(45.4159213, 9.2405261)
5564635;Negozio storico;Storica attività;MI;MILANO;VIALE BLIGNY 44;20136;15146;EL.PO. S.N.C. DI POBBIATI GIORGIO & CRISTINA;ELETTRONICA POBBIATI;1971;2024;Attrezzature;5;5;PORTA VIGENTINA - PORTA LODOVICA;9.1928522;45.4507943;(45.4507943, 9.1928522)
7550963;Negozio storico;Storica attività;MI;MILANO;VIALE FAMAGOSTA 2;20142;15146;REMI MASSIMO;MACELLERIA AROSIO;1962;2026;Alimentari e specialità alimentari;6;46;BARONA;9.15497327;45.43693147;(45.43693147, 9.15497327)
6207;Locale storico;Insegna storica e di tradizione top;MI;MILANO;Via Ugo Foscolo, 5;20121;15146;Ristorante Savini S.r.l.;SAVINI;1867;2010;Ristorazione;1;1;DUOMO;9.1906649;45.4657398;(45.4657398, 9.1906649)
6402;Negozio storico;Storica attività;MI;MILANO;Via Palladio, 2;20135;15146;Antico Forno srl;PANIFICIO LORENZO BELVERATO;1925;2010;Alimentari e specialità alimentari;5;27;PTA ROMANA;9.197799;45.4484141;(45.4484141, 9.197799)
6492670;Locale storico;Storica attività;MI;MILANO;VIA MORGAGNI GIOVANNI BATTISTA 40;20129;15146;ALBA D'ORO S.R.L.;ALBA D'ORO;1910;2025;Ristorazione;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2143388;45.4797946;(45.4797946, 9.2143388)
6323;Negozio storico;Storica attività;MI;MILANO;Via Maddalena, 5;20122;15146;Cartoleria Donzelli sas;CARTOLERIA DONZELLI;1930;2010;Cartoleria e libreria;1;1;DUOMO;9.1883804;45.4594805;(45.4594805, 9.1883804)
2323658;Negozio storico;Storica attività;MI;MILANO;BERGAMINI 7;20122;15146;ANACONDA S.R.L.;ANACONDA;1980;2020;Preziosi;1;1;DUOMO;9.1941638;45.4618046;(45.4618046, 9.1941638)
7193;Locale storico;Storica attività;MI;MILANO;Via Dei Tulipani, 18;20146;15146;Pasticceria Castelnuovo di Francesco Castelnuovo e C. s.n.c.;FABBRICA PASTICCERIA CASTELNUOVO;1956;2012;Gelaterie, pasticcerie e torrefazioni;6;49;GIAMBELLINO;9.1376256;45.4499694;(45.4499694, 9.1376256)
2319623;Bottega artigiana storica;Bottega storica;MI;MILANO;PADOVA 186;20132;15146;ACCONCIATURE UNISEX S.A.S. DI ANDREA ROSSI & C.;ACCONCIATURE UNISEX ANDREA ROSSI;1965;2020;Cura della persona;2;19;PADOVA - TURRO - CRESCENZAGO;9.2370437;45.5012853;(45.5012853, 9.2370437)
8073;Negozio storico;Storica attività;MI;MILANO;VIALE ARGONNE, 1;20133;15146;LANFOSSI S.R.L.;LANFOSSI OROLOGI GIOIELLI;1966;2019;Preziosi;3;22;CITTA' STUDI;9.2252779;45.4684976;(45.4684976, 9.2252779)
6417;Locale storico;Storica attività;MI;MILANO;VIA TARAMELLI, 70;20124;15146;A' RICCIONE S.R.L.;RISTORANTE A' RICCIONE;1955;2010;Ristorazione;2;12;MACIACHINI - MAGGIOLINA;9.1959234;45.4943879;(45.4943879, 9.1959234)
6967;Negozio storico;Storica attività;MI;MILANO;Via Sarpi, 62;20154;15146;Rossi 2003 srl;OROLOGERIA ROSSI;1936;2010;Preziosi;8;69;SARPI;9.1705675;45.4810317;(45.4810317, 9.1705675)
8191;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA CARLO DOLCI, 16;20148;15146;CENTRO STAMPA DI NERI CRISTIANO;CENTRO STAMPA;1965;2019;Cartoleria e libreria;7;57;SAN SIRO;9.1426184;45.4726391;(45.4726391, 9.1426184)
6365806;Negozio storico;Storica attività;MI;MILANO;VIA PRIVATA CESARE BATTISTI 0002;20122;15146;ZOPPI GIUSEPPE S.N.C.;ZOPPI GASTRONOMIA SALUMERIA MACELLERIA;1985;2025;Alimentari e specialità alimentari;1;4;GUASTALLA;9.1999783;45.4626082;(45.4626082, 9.1999783)
3184790;Negozio storico;Storica attività;MI;MILANO;VIA GIUSEPPE MEDA 23;20136;15146;MASCHERPA ELETRODOMESTICI DI MASCHERPA GIANCARLA;COECO MASCHERPA ELETTRODOMESTICI;1968;2021;Attrezzature;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.179113;45.4432403;(45.4432403, 9.179113)
6744;Locale storico;Storica attività;MI;MILANO;LARGO MARIA CALLAS, 1;20121;15146;Ristorante 4 Mori s.r.l.;RISTORANTE QUATTRO MORI;1949;2010;Ristorazione;1;1;DUOMO;9.1811896;45.4674327;(45.4674327, 9.1811896)
6685;Negozio storico;Storica attività;MI;MILANO;Corso Venezia ang. via Senato, 2;20121;15146;FARMACIA SENATO S.R.L.;FARMACIA BRERA PORATI;1835;2010;Salute e benessere;;;;;;
6566491;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA CAMINADELLA 6;20123;15146;PILGIO' DI ANTONIO PILUSO;PILGIÒ;1984;2025;Preziosi;1;1;DUOMO;9.1779413;45.4594445;(45.4594445, 9.1779413)
7215;Negozio storico;Storica attività;MI;MILANO;CORSO  MATTEOTTI, 8;20121;15146;Finart di Elena Ferrofino;FINART;1957;2012;Sport e tempo libero;1;1;DUOMO;9.1946158;45.4668627;(45.4668627, 9.1946158)
6339775;Negozio storico;Negozio storico;MI;MILANO;CORSO MAGENTA 5;20123;15146;FALLIVA - PANIZZI S.R.L.;FALLIVA PANIZZI;1950;2025;Preziosi;1;1;DUOMO;9.17994863;45.46567287;(45.46567287, 9.17994863)
7506774;Negozio storico;Storica attività;MI;MILANO;VIA SPADARI 0003;20123;15146;FRATELLI FIGINI S.R.L.;FIGINI;1958;2026;Abbigliamento e accessori;1;1;DUOMO;9.18733772;45.46337143;(45.46337143, 9.18733772)
2669703;Bottega artigiana storica;Bottega storica;MI;MILANO;VIA FRANCESCO NOVATI 2;20123;15146;CASTIGLIONI STEFANO LUCA;CASTIGLIONI;1972;2021;Casa e arredamento;1;1;DUOMO;9.1773152;45.4603347;(45.4603347, 9.1773152)
6341;Locale storico;Storica attività;MI;MILANO;Corso Venezia, 43;20122;15146;F.lli Freni srl Pasticceria Siciliana;FRATELLI FRENI -  PASTICCERIA SICILIANA;1914;2010;Gelaterie, pasticcerie e torrefazioni;1;4;GUASTALLA;9.2010683;45.4707994;(45.4707994, 9.2010683)
3454349;Negozio storico;Negozio storico;MI;MILANO;VIA DELLA MOSCOVA 68;20121;15146;ASNAGHI GIACINTO S.N.C. DI ASNAGHI ALDO ANTONIO E MARIA ASSUNTA;G.TO ASNAGHI TESSUTI;1940;2022;Abbigliamento e accessori;1;2;BRERA;9.182178;45.4783739;(45.4783739, 9.182178)
6958;Locale storico;Storica attività;MI;MILANO;Galleria del Corso, 1;20122;15146;Esercizio Le Tre Gazzelle srl;LE TRE GAZZELLE;1954;2010;Gelaterie, pasticcerie e torrefazioni;1;1;DUOMO;9.1952206;45.4648815;(45.4648815, 9.1952206)
5347673;Negozio storico;Storica attività;MI;MILANO;VIA PAPI 8;20135;15146;CHIAVI E SERRATURE DI ALESSANDRO VIANELLI & C. - S.A.S.;CHIAVI E SERRATURE;1970;2024;Attrezzature;4;27;PTA ROMANA;9.2070504;45.4502087;(45.4502087, 9.2070504)
6393;Negozio storico;Storica attività;MI;MILANO;Via Cantu', 3;20123;15146;Mazza Stilografiche sas;MAZZA STILOGRAFICHE;1955;2010;Cartoleria e libreria;1;1;DUOMO;9.1868236;45.4640516;(45.4640516, 9.1868236)
7188;Locale storico;Storica attività;MI;MILANO;CORSO COMO, 6;20154;15146;Altopascio 1 S.R.L.;PIZZERIA DI PORTA GARIBALDI;1956;2012;Ristorazione;9;9;PORTA GARIBALDI - PORTA NUOVA;9.1873446;45.4815798;(45.4815798, 9.1873446)
6436;Negozio storico;Storica attività;MI;MILANO;Via Mercato, 5;20121;15146;ditta individuale;TORRIANI;1943;2010;Miscellanea;1;2;BRERA;9.1838259;45.4717631;(45.4717631, 9.1838259)
6413;Negozio storico;Storica attività;MI;MILANO;VIA BARTOLOMEO EUSTACHI, 8;20129;15146;PINUCCIA S.A.S. DI CORCELLA ANTONIETTA & C.;PINUCCIA PARRUCCHIERE PER SIGNORA;1954;2010;Cura della persona;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2149412;45.4742092;(45.4742092, 9.2149412)
6223;Locale storico;Locale storico;MI;MILANO;PIAZZA DUCA D'AOSTA, 10;20124;15146;Caffe' Panzera S.a.s.;CAFFÈ PANZERA;1931;2010;Bar e tabaccheria;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.2044509;45.4837994;(45.4837994, 9.2044509)
7850;Negozio storico;Storica attività;MI;MILANO;PIAZZA DERGANO, 5;20158;15146;I GREGORI S.A.S. DI GREGORI ANDREA E C.;I GREGORI;1933;2018;Preziosi;9;79;DERGANO;9.176447;45.5029505;(45.5029505, 9.176447)
7589;Negozio storico;Storica attività;MI;MILANO;VIA SANTA CROCE, 1;20122;15146;BRIGO NICOLETTA;MACELLERIA BRIGO;1964;2017;Alimentari e specialità alimentari;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1838191;45.4561943;(45.4561943, 9.1838191)
7894;Locale storico;Locale storico;MI;MILANO;VIA TOMMASO MARINO, 7;20121;15146;COZZOLI RICCARDO;BAR MARINO;1932;2018;Bar e tabaccheria;1;1;DUOMO;9.1902739;45.4663829;(45.4663829, 9.1902739)
3194193;Locale storico;Storica attività;MI;MILANO;VIA PALESTRO SNC;20121;15146;BIANCO DI CALLONI BRUNO GIUSEPPE;BAR BIANCO;1960;2021;Bar e tabaccheria;1;4;GUASTALLA;9.1964716;45.4727782;(45.4727782, 9.1964716)
8453;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA ORNATO LUIGI, 14;20162;15146;GRAFICHE BARAGGIA S.R.L.;ARTI GRAFICHE BARAGGIA TIPO - LITOGRAFIA;1966;2020;Cartoleria e libreria;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.1912421;45.5160264;(45.5160264, 9.1912421)
7722;Negozio storico;Storica attività;MI;MILANO;VIA SAN SISTO, 5;20123;15146;ARIENTI COMPLEMENTI D'ARREDO SNC DI ARIENTI MARIALUISA E ARIENTI SILVIO;ARIENTI COMPLEMENTI D'ARREDO;1931;2017;Casa e arredamento;1;1;DUOMO;9.1814165;45.4611179;(45.4611179, 9.1814165)
7347;Negozio storico;Storica attività;MI;MILANO;piazza Luigi di Savoia, 2;20124;15146;GIGLIO ROSSO S.A.S. DI ENRICO FONTANELLI & C.;RISTORANTE GIGLIO ROSSO;1953;2014;Ristorazione;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.2055383;45.4844949;(45.4844949, 9.2055383)
7231;Locale storico;Locale storico;MI;MILANO;VIA AMEDEI, 1;20123;15146;ACP S.R.L.;ALLA COLLINA PISTOIESE;1938;2015;Ristorazione;1;1;DUOMO;9.1864446;45.4603296;(45.4603296, 9.1864446)
6240;Locale storico;Locale storico;MI;MILANO;Via V. Hugo, 2;20122;15146;Giovanni Galli S.n.c.;GIOVANNI GALLI - PASTICCERIA;1911;2010;Gelaterie, pasticcerie e torrefazioni;1;1;DUOMO;9.1872465;45.4640551;(45.4640551, 9.1872465)
7697;Negozio storico;Storica attività;MI;MILANO;PIAZZA DUOMO - PORT.MERIDIONALI, SNC;20123;15146;LABO' GIAMPIERO LUIGI;EDICOLA LABÒ;1951;2016;Cartoleria e libreria;1;1;DUOMO;9.18178;45.46796;(45.46796, 9.18178)
4589002;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA DOLFIN 3;20155;15146;ARGENTERIA BARDELLINI S.N.C. DI CRISTINA BARDELLINI & C.;ARGENTERIA BARDELLINI;1956;2023;Preziosi;8;70;GHISOLFA;9.1640829;45.4935129;(45.4935129, 9.1640829)
6264;Locale storico;Locale storico;MI;MILANO;VIALE UMBRIA, 80;20136;15146;Trattoria Masuelli S. Marco srl;TRATTORIA MASUELLI S. MARCO;1921;2010;Ristorazione;4;28;UMBRIA - MOLISE - CALVAIRATE;9.2171863;45.4563954;(45.4563954, 9.2171863)
7431;Negozio storico;Storica attività;MI;MILANO;VIA PIACENZA, 24;20135;15146;FARMACIA ROMA DEI DOTTORI ANTONIOLI LUCA ENRICO MICHELE E FOX STEFANO FELICE & C. S.N.C.;FARMACIA ROMA;1932;2015;Salute e benessere;5;27;PTA ROMANA;9.20553;45.4492239;(45.4492239, 9.20553)
6387;Negozio storico;Storica attività;MI;MILANO;Piazza Duomo, 21;20121;15146;Maior Stile sas;MAIOR STILE E JOLANDA PICA - MISSONI SPORT;1925;2010;Abbigliamento e accessori;1;1;DUOMO;9.189597;45.4647892;(45.4647892, 9.189597)
6235;Negozio storico;Storica attività;MI;MILANO;CORSO DI PORTA TICINESE, 98;20123;15146;FARMACIA SANT'EUSTORGIO S.N.C. DI FARMACIA SUZZANI S.N.C. DI ROMANO E ALBERTO MISSAGLIA;FARMACIA S. EUSTORGIO;1811;2010;Salute e benessere;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1803023;45.4537749;(45.4537749, 9.1803023)
7207;Negozio storico;Storica attività;MI;MILANO;Via San Maurilio, 8;20123;15146;Forniture orologerie San Maurilio s.r.l.;FORNITURE PER OROLOGERIE SAN MAURILIO;1932;2012;Preziosi;1;1;DUOMO;9.1846759;45.4618633;(45.4618633, 9.1846759)
8203;Negozio storico;Negozio storico;MI;MILANO;VIA TOMMASO MARINO, 7;20121;15146;SUADEO S.R.L.;GALIMBERTI COMPAGNONI DE MUZIO;1941;2019;Cartoleria e libreria;1;1;DUOMO;9.1902739;45.4663829;(45.4663829, 9.1902739)
8343;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIALE DEI MILLE, 1/A;20129;15146;CHIUSURE LAMPO DI MARIOTTI DANIELE;MARIOTTI MILANO DAL 1908;1978;2020;Sartoria, calzoleria e riparazioni;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2169817;45.4691026;(45.4691026, 9.2169817)
7366;Negozio storico;Storica attività;MI;MILANO;VIALE TUNISIA, 25;20124;15146;MOSELE S.R.L.;MOSELE GIOIELLERIA;1957;2014;Preziosi;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2028171;45.4783759;(45.4783759, 9.2028171)
6315024;Locale storico;Storica attività;MI;MILANO;VIA SAN MARCO 24;20121;15146;LATTERIA SAN MARCO S.R.L.;LATTERIA;1965;2025;Ristorazione;1;2;BRERA;9.1886119;45.4760764;(45.4760764, 9.1886119)
6230;Negozio storico;Storica attività;MI;MILANO;PIAZZA MERCANTI, 21;20123;15146;DITTA GUENZATI DI RAGNO LUIGI LUCA & C. - SOCIETA' IN ACCOMANDITASEMPLICE;DITTA GUENZATI;1768;2010;Merceria;1;1;DUOMO;9.18738;45.46494;(45.46494, 9.18738)
7976;Negozio storico;Storica attività;MI;MILANO;CORSO LODI, 2;20135;15146;MAV ARREDA S.R.L.;MAV ARREDA;1934;2018;Casa e arredamento;5;27;PTA ROMANA;9.2031338;45.4512579;(45.4512579, 9.2031338)
6762;Negozio storico;Storica attività;MI;MILANO;CORSO BUENOS AIRES, 55;20124;15146;Farm. Marinoni della D.sa Marinoni & C. snc;FARMACIA DOTT. MARINONI;1901;2010;Salute e benessere;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.212561;45.4821725;(45.4821725, 9.212561)
7909;Locale storico;Locale storico;MI;MILANO;VIA PASQUALE SOTTOCORNO, 6;20129;15146;GIACOMO RISTORANTI S.R.L.;RISTORANTE DA GIACOMO;1958;2018;Ristorazione;4;26;XXII MARZO;9.2082979;45.465434;(45.465434, 9.2082979)
6977;Negozio storico;Storica attività;MI;MILANO;VIA MONTEGANI LUDOVICO, 66;20141;15146;PANIFICIO ROBERTO DI GELMINI ROBERTO;ANTICO FORNO GELMINI;1903;2010;Alimentari e specialità alimentari;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.1775135;45.4321252;(45.4321252, 9.1775135)
2682409;Negozio storico;Negozio storico;MI;MILANO;VIALE MONZA 0020;20127;15146;DE AMBROSIS GIANCARLO;CAPPELLERIA L. CABELLA;1924;2021;Abbigliamento e accessori;2;20;LORETO - CASORETTO - NOLO;9.2178095;45.4892149;(45.4892149, 9.2178095)
8122;Negozio storico;Storica attività;MI;MILANO;PIAZZETTA UMBERTO GIORDANO ANGOLO CORSO MONFORTE, 42;20121;15146;A.M.D. SRL;PROFUMERIA MAZZOLARI;1950;2019;Cura della persona;1;1;DUOMO;9.18178;45.46796;(45.46796, 9.18178)
6308;Negozio storico;Storica attività;MI;MILANO;Via V.Colonna, 54;20149;15146;Argenterie Italiane;ARGENTERIE ITALIANE;1919;2010;Preziosi;7;58;DE ANGELI - MONTE ROSA;9.1481258;45.4670351;(45.4670351, 9.1481258)
6362;Locale storico;Storica attività;MI;MILANO;Galleria San Babila, 4/B;20122;15146;gi.rosa srl;GIN ROSA;1931;2010;Bar e tabaccheria;1;1;DUOMO;9.1985694;45.4662634;(45.4662634, 9.1985694)
6764;Negozio storico;Storica attività;MI;MILANO;Via Amatore Sciesa, 2;20122;15146;Frutteto Viel s.a.s. di Viel Paolo & C.;FRUTTETO VIEL;1955;2010;Alimentari e specialità alimentari;4;26;XXII MARZO;9.2094061;45.4617968;(45.4617968, 9.2094061)
3591337;Negozio storico;Negozio storico;MI;MILANO;LARGO CLAUDIO TREVES 0002;20121;15146;ARGENTERIA DABBENE S.R.L.;DABBENE;1939;2022;Preziosi;1;2;BRERA;9.1871581;45.4752183;(45.4752183, 9.1871581)
7541;Negozio storico;Negozio storico;MI;MILANO;VIA SOLFERINO, 3;20121;15146;MERU' DI BARTOLOMEO E GIOVANNA MEREU' S.N.C.;MERU' GIOIELLI;1959;2015;Preziosi;1;2;BRERA;9.1872155;45.4733394;(45.4733394, 9.1872155)
7955;Negozio storico;Storica attività;MI;MILANO;VIA FRATELLI RUFFINI, 9;20123;15146;TOFY TOYS DI CAVERA MOIRA;TOFY TOYS;1962;2018;Sport e tempo libero;1;7;MAGENTA - S. VITTORE;9.1693978;45.4667682;(45.4667682, 9.1693978)
2331061;Negozio storico;Storica attività;MI;MILANO;MANZONI ALESSANDRO 29;20121;15146;PEDERZANI DI CLAUDIO PEDERZANI E C. S.A.S.;PEDERZANI;1947;2020;Preziosi;1;2;BRERA;9.192522;45.4699363;(45.4699363, 9.192522)
6221;Negozio storico;Negozio storico;MI;MILANO;GALLERIA VITTORIO EMANUELE II, 82;20121;15146;NOLI LUCA;NOLI ARTICOLI PER FUMATORI;1927;2010;Sport e tempo libero;1;1;DUOMO;9.19016;45.46606;(45.46606, 9.19016)
6963;Locale storico;Storica attività;MI;MILANO;Viale Zara, 87;20159;15146;Ditta individuale;"RISTORANTE ""LA VILLETTA""";1936;2010;Ristorazione;9;12;MACIACHINI - MAGGIOLINA;9.194757;45.4968089;(45.4968089, 9.194757)
6966;Negozio storico;Storica attività;MI;MILANO;Via Canonica, 89;20154;15146;Cartoleria Colombo di A. Colombo & C. snc;CARTOLERIA COLOMBO;1953;2010;Cartoleria e libreria;8;69;SARPI;9.1691039;45.4812666;(45.4812666, 9.1691039)
8138;Negozio storico;Storica attività;MI;MILANO;VIA PROSPERO FINZI, 2;20126;15146;FERRAMENTA BOCCHIOLA S.R.L.;FERRAMENTA BOCCHIOLA;1920;2019;Attrezzature;2;16;GORLA - PRECOTTO;9.2219982;45.504931;(45.504931, 9.2219982)
6220;Negozio storico;Storica attività;MI;MILANO;PIAZZA SAN GIORGIO 2;20123;15146;Romeo Miracoli & Figlio S.r.l.;MIRACOLI ROMEO & FIGLIO - GIOIELLERIA;1912;2010;Preziosi;;;;;;
6337;Negozio storico;Storica attività;MI;MILANO;Corso di Porta Romana, 2;20122;15146;ditta individuale;WALTER - ABBIGLIAMENTO;1932;2010;Abbigliamento e accessori;1;1;DUOMO;9.1887146;45.4602;(45.4602, 9.1887146)
4589608;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA LECCO 5;20124;15146;VETRAIO.IT DI MUSSI ALESSANDRO;VETRAIO SPECCHI CORNICI;1973;2023;Casa e arredamento;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2040594;45.4768051;(45.4768051, 9.2040594)
6201;Negozio storico;Negozio storico;MI;MILANO;Via Brera, 4;20121;15146;F. Pettinaroli di Giorgio e Francesco Pettinaroli & C. S.a.s.;F. PETTINAROLI;1881;2010;Cartoleria e libreria;1;2;BRERA;9.1881056;45.4696094;(45.4696094, 9.1881056)
3593645;Negozio storico;Storica attività;MI;MILANO;VIA SANT'ANDREA 5;20121;15146;SABBADINI S.R.L.;SABBADINI;1978;2022;Preziosi;1;1;DUOMO;9.1958278;45.4685128;(45.4685128, 9.1958278)
8097;Negozio storico;Storica attività;MI;MILANO;VIA ANTONIO SALIERI, 6;20131;15146;ARMERIA BUZZINI DI BUZZINI ANGELO;ARMERIA BUZZINI;1947;2019;Sport e tempo libero;3;22;CITTA' STUDI;9.2354479;45.4851588;(45.4851588, 9.2354479)
