order_id,customer_id,order_date,delivery_date,product_category,quantity,unit_price,discount_percent,total_amount,status,currency
ORD-000063,CUST-00016,2023-04-05,2023-04-16,Software,20,313.83,15,"6,276.60",delivered,EUR
ORD-000064,CUST-00186,2027-03-18,2024-04-07,Consumables,33,26.81,0,884.73,confirmed,EUR
ORD-000065,CUST-00042,2024-03-30,2024-04-12,Services,13,248.41,20,"3,229.33",delivered,EUR
ORD-000066,CUST-00134,2024-06-11,2024-06-17,Software,9,352.45,0,"3,172.05",confirmed,EUR
ORD-000067,CUST-00180,2024-01-05,2024-01-19,Software,34,302.93,0,"10,299.62",delivered,EUR
ORD-000068,CUST-00016,2023-05-04,2023-05-16,Hardware,31,554.56,0,"17,191.36",cancelled,EUR
ORD-000069,CUST-00009,2023-03-24,2023-04-03,software,16,325.41,5,"5,206.56",delivered,EUR
ORD-000070,CUST-00207,2024-02-16,2024-02-27,Hardware,35,558.35,0,"19,542.25",shipped,EUR
ORD-000071,CUST-00147,2024-11-22,2024-12-13,Consumables,27,394.81,0,"10,659.87",shipped,EUR
ORD-000072,CUST-00121,2024-09-03,2024-09-12,Hardware,4,898.67,0,"3,594.68",confirmed,EUR
ORD-000073,CUST-00078,2024-05-07,2024-05-26,Services,31,89.34,0,"-2,769.54",confirmed,EUR
ORD-000074,CUST-00150,2024-01-07,2024-01-25,Consumables,10,263.62,0,"2,636.20",shipped,EUR
ORD-000075,CUST-00156,2023-09-05,2023-09-15,Hardware,2,346.23,10,692.46,confirmed,EUR
ORD-000076,CUST-00168,2023-02-13,2023-03-05,Consumables,36,651.92,15,"23,469.12",pending,EUR
ORD-000077,CUST-00183,2023-12-28,2024-01-09,Services,10,68.74,0,687.40,delivered,EUR
ORD-000078,CUST-00051,2023-12-23,2023-12-18,Hardware,5,68.71,20,343.55,pending,EUR
ORD-000079,CUST-00161,2024-04-12,2024-04-24,Software,24,265.56,0,"6,373.44",pending,EUR
ORD-000080,CUST-00135,2024-08-08,2024-08-27,Services,37,256.45,20,"9,488.65",confirmed,EUR
ORD-000081,CUST-00080,2024-05-10,2024-05-15,Consumables,28,773.02,10,"21,644.56",pending,EUR
ORD-000082,CUST-00191,2023-04-20,2023-04-21,Software,34,699.82,20,"23,793.88",shipped,EUR
ORD-000083,CUST-00149,2023-06-07,2023-06-16,Hardware,3,19.32,15,57.96,cancelled,EUR
ORD-000084,CUST-00103,2024-09-24,2024-10-07,Consumables,26,529.23,15,"13,759.98",confirmed,EUR
ORD-000085,CUST-00170,04/02/2023,2023-04-07,Hardware,40,511.24,10,"20,449.60",pending,EUR
ORD-000086,CUST-00211,2024-06-01,2024-06-14,Consumables,3,345.83,0,"1,037.49",pending,EUR
ORD-000087,CUST-00193,2023-12-22,2024-01-02,Software,28,880.86,10,"24,664.08",shipped,EUR
ORD-000088,CUST-00009,2023-07-18,2023-07-21,Consumables,12,661.63,0,"7,939.56",delivered,EUR
ORD-000089,CUST-00172,2023-07-19,2023-08-07,Software,9,386.5,0,"3,478.50",delivered,EUR
ORD-000090,CUST-00091,2023-03-04,2023-03-14,Consumables,23,747.98,0,"17,203.54",cancelled,EUR
ORD-000091,CUST-00198,2024-10-09,2024-10-11,Consumables,11,11.96,10,131.56,shipped,EUR
ORD-000092,CUST-00096,2024-06-08,2024-06-19,Hardware,-3,880.38,10,"13,205.70",cancelled,EUR
ORD-000093,CUST-00171,2024-08-03,2024-08-18,Software,38,451.58,0,"17,160.04",confirmed,EUR
ORD-000094,CUST-00146,2024-07-23,2024-08-12,Services,27,129.44,15,"3,494.88",pending,EUR
ORD-000095,CUST-00099,2024-09-12,2024-10-02,Consumables,12,894.22,0,"10,730.64",shipped,EUR
ORD-000096,CUST-00199,2023-12-05,2023-12-19,Consumables,26,77.12,5,"2,005.12",shipped,EUR
ORD-000097,CUST-00112,2024-03-28,2024-04-12,Services,28,194.12,20,"5,435.36",cancelled,EUR
ORD-000098,CUST-00136,2024-09-25,2024-10-06,Software,8,359.77,0,"2,878.16",cancelled,EUR
ORD-000099,CUST-00173,2024-05-15,2024-05-20,Services,39,56.77,0,"2,214.03",pending,EUR
ORD-000100,CUST-00070,2024-09-05,2024-09-08,Hardware,6,564.47,0,"3,386.82",delivered,EUR
ORD-000101,CUST-00209,2023-06-20,2023-06-25,Software,25,403.97,0,"10,099.25",shipped,EUR
ORD-000102,CUST-00068,2023-10-21,2023-11-10,Services,9,53.24,15,479.16,cancelled,EUR
ORD-000103,CUST-00007,2024-06-10,2024-06-21,Software,8,886.68,0,"7,093.44",confirmed,EUR
ORD-000104,CUST-00059,2023-05-11,2023-06-01,Software,40,592.3,15,"23,692.00",delivered,EUR
ORD-000105,CUST-00103,2023-02-04,2023-02-07,Software,22,761.83,20,"16,760.26",cancelled,EUR
ORD-000106,CUST-00003,2023-09-18,2023-09-28,Software,11,254.45,20,"2,798.95",shipped,EUR
ORD-000107,CUST-00040,2023-01-09,2023-01-30,Software,34,689.98,0,"23,459.32",confirmed,EUR
ORD-000108,CUST-00214,2023-06-25,2023-07-06,Software,25,283.83,15,"7,095.75",pending,EUR
ORD-000109,CUST-00137,2023-10-14,2023-11-01,Services,14,88.74,5,"1,242.36",pending,EUR
ORD-000110,CUST-00148,2023-05-22,2023-05-23,Consumables,2,389.68,15,779.36,pending,EUR
ORD-000111,CUST-00072,2023-07-05,2023-07-21,Services,28,811.37,0,"22,718.36",shipped,EUR
ORD-000112,CUST-00112,2023-11-09,2023-11-12,Hardware,4,70.77,0,283.08,shipped,EUR
ORD-000113,CUST-00169,2023-02-25,2023-03-05,Services,11,244.96,20,"2,694.56",pending,EUR
ORD-000114,CUST-00033,2024-02-15,2024-03-07,Hardware,2,205.07,0,410.14,cancelled,EUR
ORD-000115,CUST-00078,2024-02-12,2024-02-22,Services,39,296.66,5,"11,569.74",cancelled,EUR
ORD-000116,CUST-00156,2023-08-01,2023-08-06,Consumables,18,25.01,10,450.18,confirmed,EUR
ORD-000117,CUST-00199,2023-04-02,2023-04-22,Services,30,488.56,0,"14,656.80",cancelled,EUR
ORD-000118,CUST-00184,2023-11-10,2023-11-19,Services,16,478.42,20,"7,654.72",delivered,EUR
ORD-000119,CUST-00129,2023-04-14,2023-04-18,Hardware,18,318.52,0,"$5,733.36",shipped,EUR
ORD-000120,CUST-00131,2024-03-15,2024-04-05,Consumables,19,26.19,15,497.61,delivered,EUR
ORD-000121,CUST-00071,2024-10-27,2024-10-30,Hardware,10,689.98,20,"6,899.80",confirmed,EUR
ORD-000122,CUST-00013,2024-10-28,2024-11-13,Services,5,575.04,10,"2,875.20",pending,EUR
ORD-000123,CUST-00151,31/12/2023 25:00,2023-09-08,Services,6,234.97,0,"1,409.82",pending,EUR
ORD-000124,CUST-00219,2024-04-23,2024-04-29,Hardware,27,793.31,15,"21,419.37",cancelled,EUR
ORD-000125,CUST-00218,2023-08-04,2023-08-16,Consumables,40,558.88,10,"22,355.20",delivered,EUR
ORD-000126,CUST-00140,2023-11-10,2023-11-11,Services,30,787.41,0,"23,622.30",shipped,EUR
ORD-000127,CUST-00199,2023-07-08,2023-07-16,Software,32,402.91,0,"12,893.12",pending,EUR
ORD-000128,CUST-00124,2024-05-02,2024-05-10,Hardware,40,198.61,15,"7,944.40",shipped,EUR
ORD-000129,CUST-00049,2024-11-01,2024-11-09,Hardware,9,466.2,0,"4,195.80",cancelled,EUR
ORD-000130,CUST-00137,2024-06-05,2024-06-16,Services,9,259.85,0,"2,338.65",confirmed,EUR
ORD-000131,CUST-00006,2024-03-29,2024-04-09,Consumables,34,875.59,5,"29,770.06",shipped,EUR
ORD-000132,CUST-00160,2023-03-21,2023-04-11,Consumables,7,506.73,0,"3,547.11",delivered,EUR
ORD-000133,CUST-00047,2024-11-12,2024-11-17,Software,8,424.99,5,"3,399.92",pending,EUR
ORD-000134,CUST-00153,2024-07-05,2024-07-10,Hardware,36,395.88,0,,confirmed,EUR
ORD-000135,CUST-00060,2023-04-09,2023-04-30,Services,13,80.33,20,"1,044.29",delivered,EUR
ORD-000136,CUST-00169,2024-06-10,2024-06-11,Hardware,31,523.66,15,"16,233.46",pending,EUR
ORD-000137,CUST-00002,2023-09-04,2023-09-07,Services,8,291.63,0,"2,333.04",delivered,EUR
ORD-000138,CUST-00119,2023-09-12,2023-09-16,Software,25,253.14,0,"6,328.50",delivered,EUR
ORD-000139,CUST-00201,2024-04-12,2024-04-22,Services,9,211.44,0,"1,902.96",pending,EUR
ORD-000140,CUST-00019,2024-07-27,2024-08-15,Consumables,28,861.29,0,"24,116.12",delivered,EUR
ORD-000141,CUST-00178,2024-01-10,2024-01-25,Services,31,298.41,15,"9,250.71",pending,EUR
ORD-000142,CUST-00098,2023-04-09,2023-04-12,Software,29,543.57,0,"15,763.53",cancelled,EUR
ORD-000143,CUST-00088,2023-03-01,2023-03-02,Software,7,609.69,20,"4,267.83",cancelled,EUR
ORD-000144,CUST-00112,2024-02-01,2024-02-10,services,26,219.09,10,"5,696.34",pending,EUR
ORD-000145,CUST-00077,2023-10-26,2023-10-27,Consumables,38,435.6,10,"16,552.80",cancelled,EUR
ORD-000146,CUST-00096,2023-04-09,2023-04-29,Hardware,11,281.74,0,"3,099.14",confirmed,EUR
ORD-000147,CUST-00065,2024-02-22,2024-02-29,Consumables,32,52.12,0,"1,667.84",pending,EUR
ORD-000148,CUST-00151,2023-11-03,2023-11-15,Services,35,473.68,10,"16,578.80",pending,EUR
ORD-000149,CUST-00181,2024-08-04,2024-08-06,Software,19,550.67,10,"10,462.73",cancelled,EUR
ORD-000150,CUST-00093,2023-12-06,2023-12-10,Services,23,606.71,15,"13,954.33",shipped,EUR
ORD-000151,CUST-00201,2024-01-25,2024-02-11,Services,26,336.68,10,"8,753.68",cancelled,EUR
ORD-000152,CUST-00178,2024-05-20,2024-05-25,Consumables,8,105.86,0,846.88,confirmed,EUR
ORD-000153,CUST-00217,2024-11-16,2024-11-26,Services,27,328.14,0,"8,859.78",pending,EUR
ORD-000154,CUST-00108,2024-02-16,2024-02-19,Consumables,23,761.6,0,"17,516.80",shipped,EUR
ORD-000155,CUST-00209,2024-04-19,2024-05-07,Software,2,514.84,0,"1,029.68",confirmed,EUR
ORD-000156,,2024-03-12,2024-03-26,Consumables,23,100.6,0,"2,313.80",confirmed,EUR
ORD-000157,CUST-00143,2023-10-07,2023-10-28,Consumables,4,32.86,20,131.44,pending,EUR
ORD-000158,CUST-00144,2023-03-18,2023-04-07,Services,40,217.99,0,"8,719.60",delivered,EUR
ORD-000159,CUST-00079,2024-02-29,2024-03-19,Hardware,27,702.66,20,"18,971.82",pending,EUR
ORD-000160,CUST-00101,2023-09-24,2023-10-12,Hardware,7,346.42,20,"2,424.94",CONFIRMED,EUR
ORD-000161,CUST-00040,2023-12-11,2023-12-30,Services,39,21.63,0,843.57,shipped,EUR
ORD-000162,CUST-00003,2023-10-21,2023-11-05,Consumables,2,187.05,0,374.10,cancelled,EUR
ORD-000163,CUST-00044,2023-07-19,2023-07-29,Hardware,7,475.05,20,"3,325.35",delivered,EUR
ORD-000164,CUST-00081,2023-01-31,2023-02-16,Hardware,34,898.28,10,"30,541.52",delivered,EUR
ORD-000165,CUST-00111,2024-03-30,2024-04-19,Hardware,3,182.22,0,546.66,confirmed,EUR
ORD-000166,CUST-00139,2023-01-14,2023-01-29,Consumables,2,568.51,20,"1,137.02",pending,EUR
ORD-000167,CUST-00036,2024-10-19,2024-11-05,Services,31,225.3,15,"6,984.30",cancelled,EUR
ORD-000168,CUST-00004,08/29/2024,2024-09-11,Services,5,144.91,0,724.55,shipped,EUR
ORD-000169,CUST-00117,2024-01-11,2024-01-13,Services,40,14.29,0,571.60,pending,EUR
ORD-000170,CUST-00093,2024-09-12,2024-10-02,Services,35,299.74,5,"10,490.90",shipped,EUR
ORD-000171,CUST-00021,2024-11-30,2024-12-11,Consumables,29,66.93,15,"1,940.97",confirmed,EUR
ORD-000172,CUST-00153,2023-09-08,2023-09-13,Software,13,354.4,20,"4,607.20",confirmed,EUR
ORD-000173,CUST-00212,2023-06-05,2023-06-11,Software,31,584.71,15,"18,126.01",shipped,EUR
ORD-000174,CUST-00041,2023-09-16,2023-09-27,Software,13,409.29,15,"5,320.77",delivered,EUR
ORD-000175,CUST-00043,2023-03-29,2023-04-16,Consumables,99999,305.55,20,"1,222.20",pending,EUR
ORD-000176,CUST-00065,2024-03-29,2024-04-19,Software,29,330.03,15,"9,570.87",delivered,EUR
ORD-000177,CUST-00130,2024-07-22,2024-07-23,Hardware,15,221.76,15,"3,326.40",cancelled,EUR
ORD-000178,CUST-00163,2024-10-08,2024-10-12,Consumables,25,725.06,0,"18,126.50",delivered,EUR
ORD-000179,CUST-00004,2023-05-17,2023-05-29,Consumables,10,649.13,15,"6,491.30",cancelled,EUR
ORD-000180,CUST-00107,2023-01-22,2023-01-23,Hardware,34,634.4,0,"21,569.60",delivered,EUR
ORD-000181,CUST-00137,2023-05-10,2023-05-25,Hardware,1,125.22,10,125.22,confirmed,EUR
ORD-000182,CUST-00197,2024-04-17,2024-04-12,Services,24,202.75,20,"4,866.00",delivered,EUR
ORD-000183,CUST-00090,2024-10-12,2024-11-01,Software,10,323.13,0,"3,231.30",confirmed,EUR
ORD-000184,CUST-00041,2023-10-19,2023-10-28,Hardware,23,662.46,0,"15,236.58",cancelled,EUR
ORD-000185,CUST-00202,2024-04-14,2024-04-30,Services,21,586.49,15,"12,316.29",pending,EUR
ORD-000186,CUST-00026,2023-07-25,2023-08-04,Consumables,27,40.05,0,"1,081.35",confirmed,EUR
ORD-000187,CUST-00059,2024-06-21,2024-06-25,Software,3,223.25,5,669.75,pending,EUR
ORD-000188,CUST-00114,2024-09-02,2024-09-16,Software,39,182.44,0,"7,115.16",delivered,EUR
ORD-000189,CUST-00021,2024-06-28,2024-07-18,Hardware,40,608.77,15,"24,350.80",delivered,EUR
ORD-000190,CUST-00022,2023-12-28,2023-12-31,Services,37,415.02,20,"-15,355.74",pending,EUR
ORD-000191,CUST-00036,2023-05-10,2023-05-21,Consumables,19,85.16,15,"1,618.04",confirmed,EUR
ORD-000192,CUST-00031,2024-08-09,2024-08-23,Consumables,22,231.39,0,"5,090.58",cancelled,EUR
ORD-000193,CUST-00147,2024-10-03,2024-10-19,Consumables,35,287.04,20,"10,046.40",cancelled,EUR
ORD-000194,CUST-00077,2024-06-08,2024-06-29,Services,34,258.43,0,"8,786.62",pending,EUR
ORD-000195,CUST-00011,2024-06-03,2024-06-15,Software,13,361.37,20,"4,697.81",shipped,EUR
ORD-000196,CUST-00114,2023-08-30,2023-09-06,Consumables,38,605.57,0,"23,011.66",cancelled,EUR
ORD-000197,CUST-00204,2024-08-18,2024-08-20,Services,24,822.54,10,"19,740.96",confirmed,EUR
ORD-000198,CUST-00008,2023-04-09,2023-04-10,Consumables,21,813.36,15,"17,080.56",shipped,EUR
ORD-000199,CUST-00044,2023-05-23,2023-05-26,Services,5,363.37,0,"1.816,85",shipped,EUR
ORD-000200,CUST-00164,2024-05-07,2024-05-22,Services,23,367.29,10,"8,447.67",pending,EUR
ORD-000201,CUST-00167,2023-07-19,2023-07-21,Consumables,30,755.86,0,"22,675.80",cancelled,EUR
ORD-000202,CUST-00206,2024-08-02,2024-08-06,Services,23,261.52,0,"6,014.96",pending,EUR
ORD-000203,CUST-00130,2024-06-10,2024-06-22,Software,24,21.69,5,520.56,delivered,EUR
ORD-000204,CUST-00148,2024-04-05,2024-04-19,Software,6,329.07,-10,"1,974.42",shipped,EUR
ORD-000205,CUST-00195,2024-10-04,2024-10-25,Software,26,379.16,20,"9,858.16",confirmed,EUR
ORD-000206,CUST-00109,2024-09-26,2024-10-03,Services,9,303.43,0,"2,730.87",confirmed,EUR
ORD-000207,CUST-00094,2023-02-06,2023-02-07,Services,34,872.07,15,"29,650.38",pending,EUR
ORD-000208,CUST-00114,2023-12-19,2023-12-20,Software,1,78.34,0,78.34,delivered,EUR
ORD-000209,CUST-00059,2023-12-16,2023-12-17,Hardware,25,60.52,20,"1,513.00",delivered,EUR
ORD-000210,CUST-00203,2027-03-18,2023-10-29,Services,6,24.65,0,147.90,confirmed,EUR
ORD-000211,CUST-00044,2024-06-18,2024-06-23,Services,19,66.75,15,,delivered,EUR
ORD-000212,CUST-00100,2023-12-09,2023-12-20,Hardware,39,176.9,0,"6,899.10",delivered,EUR
ORD-000213,CUST-00156,2024-11-26,2024-11-30,Services,11,96.24,10,"1,058.64",COMPLETE,EUR
ORD-000214,CUST-00216,2023-02-23,2023-03-09,Consumables,5,538.31,10,"2,691.55",pending,EUR
ORD-000215,CUST-00034,2023-06-28,2023-07-08,Hardware,15,772.03,5,"11,580.45",shipped,EUR
ORD-000216,CUST-00100,2024-03-05,2024-03-13,Hardware,3,452.2,15,"1,356.60",delivered,EUR
ORD-000217,CUST-00103,2024-02-08,2024-02-17,Services,23,809.96,20,"18,629.08",cancelled,EUR
ORD-000218,CUST-00063,2024-08-25,2024-08-27,Consumables,38,166.94,0,"6,343.72",pending,EUR
ORD-000219,CUST-00153,2024-03-04,2024-03-22,Software,25,862.18,5,"21,554.50",pending,EUR
ORD-000220,CUST-00026,2024-11-16,2024-12-02,Consumables,29,745.25,20,"21,612.25",pending,EUR
ORD-000221,CUST-00038,2023-09-01,2023-09-11,hardware,20,130.81,5,"2,616.20",cancelled,EUR
ORD-000222,CUST-00129,2023-09-05,2023-09-09,Consumables,36,300.64,0,"10,823.04",cancelled,EUR
ORD-000223,CUST-00164,2024-01-25,2024-02-02,Hardware,16,144.91,15,"2,318.56",shipped,EUR
ORD-000224,CUST-00150,2023-03-13,2023-03-30,Services,9,56.02,10,504.18,confirmed,EUR
ORD-000225,CUST-00157,2024-10-04,2024-10-14,Services,40,42.34,20,"1,693.60",cancelled,EUR
ORD-000226,CUST-00005,2024-09-20,2024-09-27,Software,16,746.8,0,"11,948.80",shipped,EUR
ORD-000227,CUST-00019,2024-05-24,2024-06-07,Consumables,34,199.17,20,"6,771.78",shipped,EUR
ORD-000228,CUST-00066,2023-02-25,2023-03-06,Hardware,24,829.82,5,"19,915.68",shipped,EUR
ORD-000229,CUST-00028,2024-04-07,2024-04-22,Hardware,19,580.17,0,"11,023.23",delivered,EUR
ORD-000230,CUST-00004,2023-12-12,2023-12-26,Consumables,10,477.59,0,"4,775.90",shipped,EUR
ORD-000231,CUST-00018,2023-04-12,2023-05-03,Software,31,136.36,0,"4,227.16",cancelled,EUR
ORD-000232,CUST-00016,2023-09-16,2023-09-23,Software,34,243.94,5,"$8,293.96",confirmed,EUR
ORD-000233,CUST-00203,2023-12-28,2024-01-09,Services,36,898.37,0,"32,341.32",confirmed,EUR
ORD-000234,CUST-00064,2023-06-07,2023-06-24,Hardware,23,243.78,20,"5,606.94",delivered,EUR
ORD-000235,CUST-00080,2024-09-16,2024-10-06,Software,11,376.77,0,"4,144.47",cancelled,EUR
ORD-000236,CUST-00114,2024-07-16,2024-07-28,Hardware,6,179.46,15,"1,076.76",delivered,EUR
ORD-000237,CUST-00172,2023-05-30,2023-06-12,Consumables,35,600.34,15,"21,011.90",confirmed,EUR
ORD-000238,CUST-00078,2023-02-20,2023-03-01,Services,12,873.46,10,"10,481.52",pending,EUR
ORD-000239,CUST-00160,2024-04-30,2024-05-19,Consumables,1,395.43,20,395.43,cancelled,EUR
ORD-000240,CUST-00172,2023-03-14,2023-04-02,Software,21,757.96,15,"15,917.16",confirmed,EUR
ORD-000241,CUST-00025,2024-06-01,2024-06-02,Software,39,362.49,20,"14,137.11",shipped,EUR
ORD-000242,CUST-00087,2023-02-22,2023-03-04,Hardware,10,777.93,0,"7,779.30",cancelled,EUR
ORD-000243,CUST-00006,2024-07-04,2024-07-22,Software,2,564.35,20,"1,128.70",shipped,EUR
ORD-000244,CUST-00092,2024-06-06,2024-06-21,Services,8,723.14,15,"5,785.12",delivered,EUR
ORD-000245,CUST-00035,2023-06-03,2023-06-13,Services,16,83.22,5,"1,331.52",cancelled,EUR
ORD-000246,CUST-00146,2023-03-18,2023-03-29,Hardware,13,651.48,0,"-8,469.24",shipped,EUR
ORD-000247,CUST-00212,2023-07-05,2023-07-07,Services,17,825.75,0,"14,037.75",delivered,EUR
ORD-000248,CUST-00036,2024-10-29,2024-10-30,Hardware,18,173.41,10,"3,121.38",cancelled,EUR
ORD-000249,CUST-00105,2024-04-25,2024-05-13,Hardware,10,39.87,0,398.70,shipped,EUR
ORD-000250,CUST-00020,2024-04-17,2024-04-28,Consumables,5,170.09,15,850.45,delivered,EUR
ORD-000251,CUST-00114,07/05/2023,2023-07-23,Hardware,7,496.22,0,"3,473.54",delivered,EUR
ORD-000252,CUST-00201,2024-10-10,2024-10-18,Services,20,637.1,0,"12,742.00",confirmed,EUR
ORD-000253,CUST-00211,2023-11-22,2023-11-25,Consumables,20,750.01,5,"15,000.20",delivered,EUR
ORD-000254,CUST-00123,2023-02-09,2023-02-16,Software,37,184.84,15,"6,839.08",cancelled,EUR
